session_id,session_kind,open_at,close_at,open,high,low,close,volume
XTAI:2026-07-08,regular,01:00:00Z,05:30:00Z,593.50,595.50,591.50,594.50,1227000
XTAI:2026-07-09,regular,01:00:00Z,05:30:00Z,594.00,596.00,592.00,595.00,1228000
XTAI:2026-07-10,regular,01:00:00Z,05:30:00Z,594.50,596.50,592.50,595.50,1229000
XTAI:2026-07-13,regular,01:00:00Z,05:30:00Z,595.00,597.00,593.00,596.00,1230000
XTAI:2026-07-14,regular,01:00:00Z,05:30:00Z,595.50,597.50,593.50,596.50,1231000
XTAI:2026-07-15,regular,01:00:00Z,05:30:00Z,596.00,598.00,594.00,597.00,1232000
XTAI:2026-07-16,regular,01:00:00Z,05:30:00Z,596.50,598.50,594.50,597.50,1233000
XTAI:2026-07-17,regular,01:00:00Z,05:30:00Z,597.00,599.00,595.00,598.00,1234000
XTAI:2026-07-20,regular,01:00:00Z,05:30:00Z,597.50,599.50,595.50,598.50,1235000
XTAI:2026-07-21,regular,01:00:00Z,05:30:00Z,598.00,600.00,596.00,599.00,1236000
XTAI:2026-07-22,regular,01:00:00Z,05:30:00Z,598.50,600.50,596.50,599.50,1237000
XTAI:2026-07-23,regular,01:00:00Z,05:30:00Z,599.00,601.00,597.00,600.00,1238000
XTAI:2026-07-24,regular,01:00:00Z,05:30:00Z,599.50,601.50,597.50,600.50,1239000
XTAI:2026-07-27,regular,01:00:00Z,05:30:00Z,600.00,602.00,598.00,601.00,1240000
XTAI:2026-07-28,regular,01:00:00Z,05:30:00Z,600.50,602.50,598.50,601.50,1241000
XTAI:2026-07-29,regular,01:00:00Z,05:30:00Z,601.00,603.00,599.00,602.00,1242000
XTAI:2026-07-30,regular,01:00:00Z,05:30:00Z,601.50,603.50,599.50,602.50,1243000
XTAI:2026-07-31,regular,01:00:00Z,05:30:00Z,602.00,604.00,600.00,603.00,1244000
XTAI:2026-08-03,regular,01:00:00Z,05:30:00Z,602.50,604.50,600.50,603.50,1245000
XTAI:2026-08-04,regular,01:00:00Z,05:30:00Z,603.00,605.00,601.00,604.00,1246000
XTAI:2026-08-05,regular,01:00:00Z,05:30:00Z,603.50,605.50,601.50,604.50,1247000
XTAI:2026-08-06,regular,01:00:00Z,05:30:00Z,604.00,606.00,602.00,605.00,1248000
XTAI:2026-08-07,regular,01:00:00Z,05:30:00Z,604.50,606.50,602.50,605.50,1249000
XTAI:2026-08-10,regular,01:00:00Z,05:30:00Z,605.00,607.00,603.00,606.00,1250000
XTAI:2026-08-11,regular,01:00:00Z,05:30:00Z,605.50,607.50,603.50,606.50,1251000
XTAI:2026-08-12,regular,01:00:00Z,05:30:00Z,606.00,608.00,604.00,607.00,1252000
